Date,Open,High,Low,Close,Adj Close,Volume
2022-02-07,306.1700134277344,307.8399963378906,299.8999938964844,300.95001220703125,295.5357666015625,28533300
2022-02-08,301.25,305.55999755859375,299.95001220703125,304.55999755859375,299.0807800292969,32421200
2022-02-09,309.8699951171875,311.92999267578125,307.3900146484375,311.2099914550781,305.6111755371094,31284700
2022-02-10,304.0400085449219,309.1199951171875,300.70001220703125,302.3800048828125,296.94000244140625,45386200
2022-02-11,303.19000244140625,304.2900085449219,294.2200012207031,295.0400085449219,289.7320556640625,39175600
2022-02-14,293.7699890136719,296.760009765625,291.3500061035156,295.0,289.69281005859375,36359500
2022-02-15,300.010009765625,300.79998779296875,297.0199890136719,300.4700012207031,295.0643615722656,27058300
2022-02-16,298.3699951171875,300.8699951171875,293.67999267578125,299.5,294.7199401855469,29982100
2022-02-17,296.3599853515625,296.79998779296875,290.0,290.7300109863281,286.0899353027344,32461600
2022-02-18,293.04998779296875,293.8599853515625,286.30999755859375,287.92999267578125,283.33465576171875,34264000
2022-02-22,285.0,291.5400085449219,284.5,287.7200012207031,283.12799072265625,41736100
2022-02-23,290.17999267578125,291.70001220703125,280.1000061035156,280.2699890136719,275.796875,37811200
2022-02-24,272.510009765625,295.1600036621094,271.5199890136719,294.5899963378906,289.8883361816406,56989700
2022-02-25,295.1400146484375,297.6300048828125,291.6499938964844,297.30999755859375,292.56494140625,32546700
2022-02-28,294.30999755859375,299.1400146484375,293.0,298.7900085449219,294.0213317871094,34627500
2022-03-01,296.3999938964844,299.9700012207031,292.1499938964844,294.95001220703125,290.2425842285156,31217800
2022-03-02,295.3599853515625,301.4700012207031,293.70001220703125,300.19000244140625,295.3989562988281,31873000
2022-03-03,302.8900146484375,303.1300048828125,294.04998779296875,295.9200134277344,291.1971130371094,27314500
2022-03-04,294.2900085449219,295.6600036621094,287.1700134277344,289.8599853515625,285.2337951660156,32356500
2022-03-07,288.5299987792969,289.69000244140625,278.5299987792969,278.9100036621094,274.45855712890625,43157200
2022-03-08,277.79998779296875,283.9599914550781,270.0,275.8500061035156,271.4474792480469,48159500
2022-03-09,283.44000244140625,289.6000061035156,280.7799987792969,288.5,283.8955078125,35204500
2022-03-10,283.0199890136719,286.6000061035156,280.5799865722656,285.5899963378906,281.031982421875,30628000
2022-03-11,287.9599914550781,289.510009765625,279.42999267578125,280.07000732421875,275.6000671386719,27209300
2022-03-14,280.3399963378906,285.3999938964844,275.82000732421875,276.44000244140625,272.02801513671875,30660700
2022-03-15,280.3500061035156,287.82000732421875,278.7300109863281,287.1499938964844,282.56707763671875,34245100
2022-03-16,289.1099853515625,294.57000732421875,283.20001220703125,294.3900146484375,289.6915283203125,37826300
2022-03-17,293.2900085449219,295.6099853515625,289.3699951171875,295.2200012207031,290.50823974609375,30816600
2022-03-18,295.3699951171875,301.0,292.7300109863281,300.42999267578125,295.6351623535156,43390600
2022-03-21,298.8900146484375,300.1400146484375,294.8999938964844,299.1600036621094,294.3854064941406,28351200
2022-03-22,299.79998779296875,305.0,298.7699890136719,304.05999755859375,299.20721435546875,27599700
2022-03-23,300.510009765625,303.2300109863281,297.7200012207031,299.489990234375,294.7101135253906,25715400
2022-03-24,299.1400146484375,304.20001220703125,298.32000732421875,304.1000061035156,299.24652099609375,24484500
2022-03-25,305.2300109863281,305.5,299.2900085449219,303.67999267578125,298.8332214355469,22566500
2022-03-28,304.3299865722656,310.79998779296875,304.3299865722656,310.70001220703125,305.7412414550781,29578200
2022-03-29,313.9100036621094,315.82000732421875,309.04998779296875,315.4100036621094,310.3760681152344,30393400
2022-03-30,313.760009765625,315.95001220703125,311.5799865722656,313.8599853515625,308.85076904296875,28163600
2022-03-31,313.8999938964844,315.1400146484375,307.8900146484375,308.30999755859375,303.389404296875,33422100
2022-04-01,309.3699951171875,310.1300048828125,305.5400085449219,309.4200134277344,304.4816589355469,27110500
2022-04-04,310.0899963378906,315.1099853515625,309.7099914550781,314.9700012207031,309.9430847167969,24289600
2022-04-05,313.2699890136719,314.8699951171875,309.8699951171875,310.8800048828125,305.9183349609375,23156700
2022-04-06,305.19000244140625,307.0,296.7099914550781,299.5,294.7199401855469,40110400
2022-04-07,296.6600036621094,303.6499938964844,296.3500061035156,301.3699951171875,296.5601501464844,31411200
2022-04-08,300.44000244140625,301.1199951171875,296.2799987792969,296.9700012207031,292.2303466796875,24361900
2022-04-11,291.7900085449219,292.6099853515625,285.0,285.260009765625,280.7072448730469,34569300
2022-04-12,289.239990234375,290.739990234375,280.489990234375,282.05999755859375,277.55828857421875,30966700
2022-04-13,282.7300109863281,288.5799865722656,281.29998779296875,287.6199951171875,283.0295715332031,21907200
2022-04-14,288.0899963378906,288.30999755859375,279.32000732421875,279.8299865722656,275.3638916015625,28221600
2022-04-18,278.9100036621094,282.4599914550781,278.3399963378906,280.5199890136719,276.04290771484375,20778000
2022-04-19,279.3800048828125,286.1700134277344,278.4100036621094,285.29998779296875,280.7466125488281,22297700
2022-04-20,289.3999938964844,289.70001220703125,285.3699951171875,286.3599853515625,281.7896423339844,22906700
2022-04-21,288.5799865722656,293.29998779296875,280.05999755859375,280.80999755859375,276.3282470703125,29454600
2022-04-22,281.67999267578125,283.20001220703125,273.3800048828125,274.0299987792969,269.656494140625,29405800
2022-04-25,273.2900085449219,281.1099853515625,270.7699890136719,280.7200012207031,276.2397155761719,35678900
2022-04-26,277.5,278.3599853515625,270.0,270.2200012207031,265.90728759765625,46518400
2022-04-27,282.1000061035156,290.9700012207031,279.1600036621094,283.2200012207031,278.69976806640625,63477700
2022-04-28,285.19000244140625,290.9800109863281,281.4599914550781,289.6300048828125,285.00750732421875,33646600
2022-04-29,288.6099853515625,289.8800048828125,276.5,277.5199890136719,273.09075927734375,37073900
2022-05-02,277.7099914550781,284.94000244140625,276.2200012207031,284.4700012207031,279.9298400878906,35151100
2022-05-03,283.9599914550781,284.1300048828125,280.1499938964844,281.7799987792969,277.2828063964844,25978600
2022-05-04,282.5899963378906,290.8800048828125,276.7300109863281,289.9800109863281,285.3519287109375,33599300
2022-05-05,285.5400085449219,286.3500061035156,274.3399963378906,277.3500061035156,272.9234924316406,43260400
2022-05-06,274.80999755859375,279.25,271.2699890136719,274.7300109863281,270.34527587890625,37780300
2022-05-09,270.05999755859375,272.3599853515625,263.32000732421875,264.5799865722656,260.3572998046875,47726000
2022-05-10,271.69000244140625,273.75,265.07000732421875,269.5,265.1987609863281,39336400
2022-05-11,265.67999267578125,271.3599853515625,259.29998779296875,260.54998779296875,256.3916015625,48975900
2022-05-12,257.69000244140625,259.8800048828125,250.02000427246094,255.35000610351562,251.27464294433594,51033800
2022-05-13,257.3500061035156,263.0400085449219,255.35000610351562,261.1199951171875,256.9524841308594,34925100
2022-05-16,259.9599914550781,265.82000732421875,255.77999877929688,261.5,257.326416015625,32550900
2022-05-17,266.1099853515625,268.3299865722656,262.4599914550781,266.82000732421875,262.5615539550781,28828800
2022-05-18,263.0,263.6000061035156,252.77000427246094,254.0800018310547,250.6072235107422,31356000
2022-05-19,253.89999389648438,257.6700134277344,251.8800048828125,253.13999938964844,249.6800537109375,32692300
2022-05-20,257.239990234375,258.5400085449219,246.44000244140625,252.55999755859375,249.1079864501953,39199300
2022-05-23,255.49000549316406,261.5,253.42999267578125,260.6499938964844,257.08740234375,33175400
2022-05-24,257.8900146484375,261.3299865722656,253.5,259.6199951171875,256.0715026855469,29043900
2022-05-25,258.1400146484375,264.5799865722656,257.1300048828125,262.5199890136719,258.9318542480469,28547900
2022-05-26,262.2699890136719,267.1099853515625,261.42999267578125,265.8999938964844,262.265625,25002100
2022-05-27,268.4800109863281,273.3399963378906,267.55999755859375,273.239990234375,269.5053405761719,26910800
2022-05-31,272.5299987792969,274.7699890136719,268.92999267578125,271.8699951171875,268.1540222167969,37827700
2022-06-01,275.20001220703125,277.69000244140625,270.0400085449219,272.4200134277344,268.6965637207031,25292200
2022-06-02,264.45001220703125,274.6499938964844,261.6000061035156,274.5799865722656,270.8269958496094,44008200
2022-06-03,270.30999755859375,273.45001220703125,268.4100036621094,270.0199890136719,266.3293151855469,28059000
2022-06-06,272.05999755859375,274.17999267578125,267.2200012207031,268.75,265.07672119140625,22400300
2022-06-07,266.6400146484375,273.1300048828125,265.94000244140625,272.5,268.77545166015625,22860700
2022-06-08,271.7099914550781,273.0,269.6099853515625,270.4100036621094,266.7140197753906,17372300
2022-06-09,267.7799987792969,272.7099914550781,264.6300048828125,264.7900085449219,261.1708679199219,26439700
2022-06-10,260.5799865722656,260.5799865722656,252.52999877929688,252.99000549316406,249.5321044921875,31422800
2022-06-13,245.11000061035156,249.02000427246094,241.52999877929688,242.25999450683594,238.94874572753906,46135800
2022-06-14,243.86000061035156,245.74000549316406,241.50999450683594,244.49000549316406,241.1483154296875,28651500
2022-06-15,248.30999755859375,255.3000030517578,246.4199981689453,251.75999450683594,248.31890869140625,33111700
2022-06-16,245.97999572753906,247.4199981689453,243.02000427246094,244.97000122070312,241.62171936035156,33169200
2022-06-17,244.6999969482422,250.5,244.02999877929688,247.64999389648438,244.26507568359375,43084800
2022-06-21,250.25999450683594,254.75,249.50999450683594,253.74000549316406,250.27186584472656,29928300
2022-06-22,251.88999938964844,257.1700134277344,250.3699951171875,253.1300048828125,249.67019653320312,25939900
2022-06-23,255.57000732421875,259.3699951171875,253.6300048828125,258.8599853515625,255.32188415527344,25861400
2022-06-24,261.80999755859375,267.9800109863281,261.7200012207031,267.70001220703125,264.04107666015625,33923200
2022-06-27,268.2099914550781,268.29998779296875,263.2799987792969,264.8900146484375,261.26947021484375,24615100
2022-06-28,263.9800109863281,266.9100036621094,256.32000732421875,256.4800109863281,252.9744110107422,27295500
2022-06-29,257.5899963378906,261.9700012207031,255.75999450683594,260.260009765625,256.7027893066406,20069800
2022-06-30,257.04998779296875,259.5299987792969,252.89999389648438,256.8299865722656,253.31964111328125,31730900
2022-07-01,256.3900146484375,259.7699890136719,254.61000061035156,259.5799865722656,256.031982421875,22837700
2022-07-05,256.1600036621094,262.9800109863281,254.74000549316406,262.8500061035156,259.25732421875,22941000
2022-07-06,263.75,267.989990234375,262.3999938964844,266.2099914550781,262.5714416503906,23824400
2022-07-07,265.1199951171875,269.05999755859375,265.0199890136719,268.3999938964844,264.7314758300781,20859900
2022-07-08,264.7900085449219,268.1000061035156,263.2900085449219,267.6600036621094,264.0015563964844,19658800
2022-07-11,265.6499938964844,266.5299987792969,262.17999267578125,264.510009765625,260.8946228027344,19455200
2022-07-12,265.8800048828125,265.94000244140625,252.0399932861328,253.6699981689453,250.20278930664062,35868500
2022-07-13,250.19000244140625,253.5500030517578,248.11000061035156,252.72000122070312,249.2657928466797,29497400
2022-07-14,250.57000732421875,255.13999938964844,245.94000244140625,254.0800018310547,250.6072235107422,25102800
2022-07-15,255.72000122070312,260.3699951171875,254.77000427246094,256.7200012207031,253.2111053466797,29774100
2022-07-18,259.75,260.8399963378906,253.3000030517578,254.25,250.77488708496094,20975000
2022-07-19,257.5799865722656,259.7200012207031,253.67999267578125,259.5299987792969,255.9827117919922,25012600
2022-07-20,259.8999938964844,264.8699951171875,258.9100036621094,262.2699890136719,258.6852722167969,22788300
2022-07-21,259.7900085449219,264.8900146484375,257.0299987792969,264.8399963378906,261.2201232910156,22404700
2022-07-22,265.239990234375,265.3299865722656,259.07000732421875,260.3599853515625,256.8013916015625,21881300
2022-07-25,261.0,261.5,256.80999755859375,258.8299865722656,255.29225158691406,21056000
2022-07-26,259.8599853515625,259.8800048828125,249.57000732421875,251.89999389648438,248.45700073242188,39348000
2022-07-27,261.1600036621094,270.04998779296875,258.8500061035156,268.739990234375,265.06683349609375,45994000
2022-07-28,269.75,277.8399963378906,267.8699951171875,276.4100036621094,272.63201904296875,33459300
2022-07-29,277.70001220703125,282.0,276.6300048828125,280.739990234375,276.9028015136719,32152800
2022-08-01,277.82000732421875,281.2799987792969,275.8399963378906,278.010009765625,274.21014404296875,21539600
2022-08-02,276.0,277.8900146484375,272.3800048828125,274.82000732421875,271.063720703125,22754200
2022-08-03,276.760009765625,283.5,276.6099853515625,282.4700012207031,278.6091613769531,23518900
2022-08-04,281.79998779296875,283.79998779296875,280.1700134277344,283.6499938964844,279.7730407714844,18098700
2022-08-05,279.1499938964844,283.6499938964844,278.67999267578125,282.9100036621094,279.04315185546875,16774600
2022-08-08,284.04998779296875,285.9200134277344,279.32000732421875,280.32000732421875,276.4885559082031,18739200
2022-08-09,279.6400146484375,283.0799865722656,277.6099853515625,282.29998779296875,278.44146728515625,23405200
2022-08-10,288.1700134277344,289.80999755859375,286.94000244140625,289.1600036621094,285.20770263671875,24687800
2022-08-11,290.8500061035156,291.2099914550781,286.510009765625,287.0199890136719,283.0969543457031,20065900
2022-08-12,288.4800109863281,291.9100036621094,286.94000244140625,291.9100036621094,287.920166015625,22619700
2022-08-15,291.0,294.17999267578125,290.1099853515625,293.4700012207031,289.4588317871094,18085700
2022-08-16,291.989990234375,294.0400085449219,290.4200134277344,292.7099914550781,288.709228515625,18102900
2022-08-17,289.739990234375,293.3500061035156,289.4700012207031,291.32000732421875,287.9481506347656,18253400
2022-08-18,290.19000244140625,291.9100036621094,289.0799865722656,290.1700134277344,286.8114318847656,17186200
2022-08-19,288.8999938964844,289.25,285.55999755859375,286.1499938964844,282.83795166015625,20570000
2022-08-22,282.0799865722656,282.4599914550781,277.2200012207031,277.75,274.5351867675781,25061100
2022-08-23,276.44000244140625,278.8599853515625,275.3999938964844,276.44000244140625,273.2403564453125,17527400
2022-08-24,275.4100036621094,277.2300109863281,275.1099853515625,275.7900085449219,272.5978698730469,18137000
2022-08-25,277.3299865722656,279.0199890136719,274.5199890136719,278.8500061035156,275.6224670410156,16583400
2022-08-26,279.0799865722656,280.3399963378906,267.9800109863281,268.0899963378906,264.98699951171875,27549300
2022-08-29,265.8500061035156,267.3999938964844,263.8500061035156,265.2300109863281,262.1601257324219,20338500
2022-08-30,266.6700134277344,267.04998779296875,260.6600036621094,262.9700012207031,259.92626953125,22767100
2022-08-31,265.3900146484375,267.1099853515625,261.3299865722656,261.4700012207031,258.4436340332031,24791800
2022-09-01,258.8699951171875,260.8900146484375,255.41000366210938,260.3999938964844,257.3860168457031,23263400
2022-09-02,261.70001220703125,264.739990234375,254.47000122070312,256.05999755859375,253.09622192382812,22855400
2022-09-06,256.20001220703125,257.8299865722656,251.94000244140625,253.25,250.31875610351562,21328200
2022-09-07,254.6999969482422,258.8299865722656,253.22000122070312,258.0899963378906,255.10272216796875,24126700
2022-09-08,257.510009765625,260.42999267578125,254.7899932861328,258.5199890136719,255.52774047851562,20319900
2022-09-09,260.5,265.2300109863281,260.2900085449219,264.4599914550781,261.3989562988281,22084700
2022-09-12,265.7799987792969,267.45001220703125,265.1600036621094,266.6499938964844,263.5636291503906,18747700
2022-09-13,258.8399963378906,260.3999938964844,251.58999633789062,251.99000549316406,249.07333374023438,33353300
2022-09-14,253.52999877929688,254.22999572753906,249.86000061035156,252.22000122070312,249.30068969726562,23913000
2022-09-15,249.77000427246094,251.39999389648438,244.02000427246094,245.3800048828125,242.53985595703125,31530900
2022-09-16,244.25999450683594,245.3000030517578,242.05999755859375,244.74000549316406,241.90725708007812,39791800
2022-09-19,242.47000122070312,245.13999938964844,240.85000610351562,244.52000427246094,241.68980407714844,26826900
2022-09-20,242.07000732421875,243.50999450683594,239.63999938964844,242.4499969482422,239.6437530517578,26660300
2022-09-21,244.27000427246094,247.66000366210938,238.89999389648438,238.9499969482422,236.1842498779297,28625600
2022-09-22,237.8699951171875,243.86000061035156,237.57000732421875,240.97999572753906,238.19076538085938,31061200
2022-09-23,239.5399932861328,241.1300048828125,235.1999969482422,237.9199981689453,235.16619873046875,34176000
2022-09-26,237.0500030517578,241.4499969482422,236.89999389648438,237.4499969482422,234.70162963867188,27694200
2022-09-27,239.97999572753906,241.8000030517578,234.5,236.41000366210938,233.67367553710938,27018700
2022-09-28,236.80999755859375,242.3300018310547,234.72999572753906,241.07000732421875,238.2797393798828,29029700
2022-09-29,238.88999938964844,239.9499969482422,234.41000366210938,237.5,234.75103759765625,27484200
2022-09-30,238.2899932861328,240.5399932861328,232.72999572753906,232.89999389648438,230.20428466796875,35694800
2022-10-03,235.41000366210938,241.61000061035156,234.66000366210938,240.74000549316406,237.95355224609375,28880400
2022-10-04,245.08999633789062,250.36000061035156,244.97999572753906,248.8800048828125,245.9993438720703,34888400
2022-10-05,245.99000549316406,250.5800018310547,244.10000610351562,249.1999969482422,246.3156280517578,20347100
2022-10-06,247.92999267578125,250.33999633789062,246.0800018310547,246.7899932861328,243.9335174560547,20239900
2022-10-07,240.89999389648438,241.32000732421875,233.1699981689453,234.24000549316406,231.52879333496094,37769600
2022-10-10,233.0500030517578,234.55999755859375,226.72999572753906,229.25,226.5965576171875,29743600
2022-10-11,227.6199951171875,229.05999755859375,224.11000061035156,225.41000366210938,222.8009796142578,30474000
2022-10-12,225.39999389648438,227.86000061035156,223.9600067138672,225.75,223.13705444335938,21903900
2022-10-13,219.85000610351562,236.10000610351562,219.1300048828125,234.24000549316406,231.52879333496094,42551800
2022-10-14,235.5399932861328,237.24000549316406,228.33999633789062,228.55999755859375,225.91452026367188,30198600
2022-10-17,235.82000732421875,238.9600067138672,235.13999938964844,237.52999877929688,234.7807159423828,28142300
2022-10-18,243.24000549316406,243.92999267578125,235.3699951171875,238.5,235.73947143554688,26329600
2022-10-19,237.0399932861328,239.61000061035156,234.2899932861328,236.47999572753906,233.7428436279297,19985700
2022-10-20,235.77000427246094,241.30999755859375,234.8699951171875,236.14999389648438,233.41665649414062,21811000
2022-10-21,234.74000549316406,243.0,234.5,242.1199951171875,239.31756591796875,26299700
2022-10-24,243.75999450683594,247.83999633789062,241.3000030517578,247.25,244.38819885253906,24911200
2022-10-25,247.25999450683594,251.0399932861328,245.8300018310547,250.66000366210938,247.75872802734375,34775500
2022-10-26,231.1699981689453,238.3000030517578,230.05999755859375,231.32000732421875,228.642578125,82543200
2022-10-27,231.0399932861328,233.69000244140625,225.77999877929688,226.75,224.12547302246094,40424600
2022-10-28,226.24000549316406,236.60000610351562,226.0500030517578,235.8699951171875,233.139892578125,40647700
2022-10-31,233.75999450683594,234.9199981689453,231.14999389648438,232.1300048828125,229.44322204589844,28357300
2022-11-01,234.60000610351562,235.74000549316406,227.3300018310547,228.1699981689453,225.52903747558594,30592300
2022-11-02,229.4600067138672,231.3000030517578,220.0399932861328,220.10000610351562,217.55245971679688,38407000
2022-11-03,220.08999633789062,220.41000366210938,213.97999572753906,214.25,211.77015686035156,36633900
2022-11-04,217.5500030517578,221.58999633789062,213.42999267578125,221.38999938964844,218.82752990722656,36789100
2022-11-07,221.99000549316406,228.41000366210938,221.27999877929688,227.8699951171875,225.23251342773438,33498000
2022-11-08,228.6999969482422,231.64999389648438,225.83999633789062,228.8699951171875,226.220947265625,28192500
2022-11-09,227.3699951171875,228.6300048828125,224.3300018310547,224.50999450683594,221.91140747070312,27852900
2022-11-10,235.42999267578125,243.3300018310547,235.0,242.97999572753906,240.16761779785156,46268000
2022-11-11,242.99000549316406,247.99000549316406,241.92999267578125,247.11000061035156,244.24981689453125,34620200
2022-11-14,241.99000549316406,243.91000366210938,239.2100067138672,241.5500030517578,238.75418090820312,31123300
2022-11-15,245.66000366210938,247.0,240.02999877929688,241.97000122070312,239.16932678222656,31390100
2022-11-16,242.7899932861328,243.8000030517578,240.4199981689453,241.72999572753906,239.60543823242188,24093300
2022-11-17,237.77999877929688,243.25,237.6300048828125,241.67999267578125,239.55587768554688,23123500
2022-11-18,243.50999450683594,243.74000549316406,239.02999877929688,241.22000122070312,239.0999298095703,27613500
2022-11-21,241.42999267578125,244.6699981689453,241.19000244140625,242.0500030517578,239.92263793945312,26394700
2022-11-22,243.58999633789062,245.30999755859375,240.7100067138672,245.02999877929688,242.87643432617188,19665700
2022-11-23,245.11000061035156,248.27999877929688,244.27000427246094,247.5800018310547,245.40402221679688,19508500
2022-11-25,247.30999755859375,248.6999969482422,246.72999572753906,247.49000549316406,245.31483459472656,9200800
2022-11-28,246.0800018310547,246.64999389648438,240.8000030517578,241.75999450683594,239.6351776123047,24778200
2022-11-29,241.39999389648438,242.7899932861328,238.2100067138672,240.3300018310547,238.21774291992188,17956300
2022-11-30,240.57000732421875,255.3300018310547,239.86000061035156,255.13999938964844,252.89756774902344,47594200
2022-12-01,253.8699951171875,256.1199951171875,250.9199981689453,254.69000244140625,252.4515380859375,26041500
2022-12-02,249.82000732421875,256.05999755859375,249.69000244140625,255.02000427246094,252.7786407470703,21528500
2022-12-05,252.00999450683594,253.82000732421875,248.05999755859375,250.1999969482422,248.00099182128906,23435300
2022-12-06,250.82000732421875,251.86000061035156,243.77999877929688,245.1199951171875,242.96563720703125,22463700
2022-12-07,244.8300018310547,246.16000366210938,242.2100067138672,244.3699951171875,242.2222442626953,20481500
2022-12-08,244.83999633789062,248.74000549316406,243.05999755859375,247.39999389648438,245.2255859375,22611800
2022-12-09,244.6999969482422,248.30999755859375,244.16000366210938,245.4199981689453,243.26300048828125,20609700
2022-12-12,247.4499969482422,252.5399932861328,247.1699981689453,252.50999450683594,250.29067993164062,30665100
2022-12-13,261.69000244140625,263.9200134277344,253.07000732421875,256.9200134277344,254.6619415283203,42196900
2022-12-14,257.1300048828125,262.5899963378906,254.30999755859375,257.2200012207031,254.9593048095703,35410900
2022-12-15,253.72000122070312,254.1999969482422,247.33999633789062,249.00999450683594,246.8214569091797,35560400
2022-12-16,248.5500030517578,249.83999633789062,243.50999450683594,244.69000244140625,242.5394287109375,86102000
2022-12-19,244.86000061035156,245.2100067138672,238.7100067138672,240.4499969482422,238.33670043945312,29696400
2022-12-20,239.39999389648438,242.91000366210938,238.4199981689453,241.8000030517578,239.67481994628906,25150800
2022-12-21,241.69000244140625,245.6199951171875,240.11000061035156,244.42999267578125,242.28170776367188,23690600
2022-12-22,241.25999450683594,241.99000549316406,233.8699951171875,238.19000244140625,236.0965576171875,28651700
2022-12-23,236.11000061035156,238.8699951171875,233.94000244140625,238.72999572753906,236.63180541992188,21207000
2022-12-27,238.6999969482422,238.92999267578125,235.8300018310547,236.9600067138672,234.87738037109375,16688600
2022-12-28,236.88999938964844,239.72000122070312,234.1699981689453,234.52999877929688,232.46871948242188,17457100
2022-12-29,235.64999389648438,241.9199981689453,235.64999389648438,241.00999450683594,238.8917694091797,19770700
2022-12-30,238.2100067138672,239.9600067138672,236.66000366210938,239.82000732421875,237.71221923828125,21938500
